state,county,tract,NAME.x,TotalPop_12,TotalPopMOE_12,TR_Italian_12,TR_ItalianMOE_12,Census_Tract.x,County.x,State.x,TotalPop_17,TotalPopMOE_17,TR_Italian_17,TR_ItalianMOE_17
36,061,011402,"Census Tract 114.02, New York County, New York",2380,327,106,70,Census Tract 114.02,New York County,New York,1910,275,114,68
36,061,011500,"Census Tract 115, New York County, New York",2469,357,143,64,Census Tract 115,New York County,New York,3569,406,165,85
36,061,011600,"Census Tract 116, New York County, New York",3801,501,249,121,Census Tract 116,New York County,New York,3490,435,319,148
36,061,011700,"Census Tract 117, New York County, New York",2443,426,246,156,Census Tract 117,New York County,New York,3942,402,484,275
36,061,011800,"Census Tract 118, New York County, New York",9719,956,1492,483,Census Tract 118,New York County,New York,8604,1004,719,307
36,061,011900,"Census Tract 119, New York County, New York",1108,113,58,47,Census Tract 119,New York County,New York,1027,138,53,48
36,061,012000,"Census Tract 120, New York County, New York",3769,452,207,116,Census Tract 120,New York County,New York,3335,401,205,93
36,061,012100,"Census Tract 121, New York County, New York",8268,472,1025,308,Census Tract 121,New York County,New York,8505,908,950,345
36,061,012200,"Census Tract 122, New York County, New York",2963,602,261,143,Census Tract 122,New York County,New York,2963,421,165,90
36,061,012400,"Census Tract 124, New York County, New York",10301,924,933,269,Census Tract 124,New York County,New York,10194,1098,631,278
36,061,012500,"Census Tract 125, New York County, New York",2368,273,180,93,Census Tract 125,New York County,New York,2489,308,282,122
36,061,012600,"Census Tract 126, New York County, New York",11788,1126,712,212,Census Tract 126,New York County,New York,12920,1113,1523,810
36,061,012700,"Census Tract 127, New York County, New York",6538,702,546,194,Census Tract 127,New York County,New York,6403,809,429,187
36,061,012800,"Census Tract 128, New York County, New York",5831,407,496,169,Census Tract 128,New York County,New York,5950,546,398,204
36,061,012900,"Census Tract 129, New York County, New York",5481,539,300,197,Census Tract 129,New York County,New York,6294,573,640,257
36,061,013000,"Census Tract 130, New York County, New York",3954,629,226,147,Census Tract 130,New York County,New York,3399,536,200,99
36,061,013100,"Census Tract 131, New York County, New York",2463,303,237,100,Census Tract 131,New York County,New York,2749,245,181,79
36,061,013200,"Census Tract 132, New York County, New York",9660,921,938,296,Census Tract 132,New York County,New York,10818,1445,1362,613
36,061,013300,"Census Tract 133, New York County, New York",6153,556,667,217,Census Tract 133,New York County,New York,5038,397,461,163
36,061,013400,"Census Tract 134, New York County, New York",11155,900,1158,343,Census Tract 134,New York County,New York,11698,1351,1488,679
36,061,013500,"Census Tract 135, New York County, New York",6036,462,250,117,Census Tract 135,New York County,New York,7924,661,431,163
36,061,013600,"Census Tract 136, New York County, New York",15627,1050,1450,364,Census Tract 136,New York County,New York,16147,1409,2242,846
36,061,013700,"Census Tract 137, New York County, New York",6882,642,884,371,Census Tract 137,New York County,New York,6213,881,594,224
36,061,013800,"Census Tract 138, New York County, New York",12825,875,1852,444,Census Tract 138,New York County,New York,13256,1533,1571,764
36,061,013900,"Census Tract 139, New York County, New York",7986,673,807,250,Census Tract 139,New York County,New York,9600,881,587,308
36,061,014000,"Census Tract 140, New York County, New York",8070,557,486,177,Census Tract 140,New York County,New York,7773,588,681,299
36,061,014200,"Census Tract 142, New York County, New York",4184,507,308,190,Census Tract 142,New York County,New York,4583,568,346,185
36,061,014300,"Census Tract 143, New York County, New York",2,5,0,12,Census Tract 143,New York County,New York,4,10,0,11
36,061,014401,"Census Tract 144.01, New York County, New York",4874,440,802,281,Census Tract 144.01,New York County,New York,5346,367,534,162
36,061,014402,"Census Tract 144.02, New York County, New York",6856,594,636,230,Census Tract 144.02,New York County,New York,7466,553,575,197
36,061,014500,"Census Tract 145, New York County, New York",5803,1075,269,140,Census Tract 145,New York County,New York,5858,604,471,186
36,061,014601,"Census Tract 146.01, New York County, New York",3713,383,429,141,Census Tract 146.01,New York County,New York,4468,492,387,168
36,061,014602,"Census Tract 146.02, New York County, New York",7878,656,941,292,Census Tract 146.02,New York County,New York,7330,735,724,277
36,061,014700,"Census Tract 147, New York County, New York",2292,293,251,147,Census Tract 147,New York County,New York,3436,309,285,104
36,061,014801,"Census Tract 148.01, New York County, New York",2589,241,203,136,Census Tract 148.01,New York County,New York,3198,267,196,89
36,061,014802,"Census Tract 148.02, New York County, New York",6939,500,576,221,Census Tract 148.02,New York County,New York,7000,557,342,128
36,061,014900,"Census Tract 149, New York County, New York",5269,650,492,167,Census Tract 149,New York County,New York,5560,530,480,200
36,061,015001,"Census Tract 150.01, New York County, New York",2248,245,193,94,Census Tract 150.01,New York County,New York,2238,270,111,61
36,061,015002,"Census Tract 150.02, New York County, New York",5838,660,414,217,Census Tract 150.02,New York County,New York,5119,556,412,208
36,061,015100,"Census Tract 151, New York County, New York",8736,831,452,251,Census Tract 151,New York County,New York,8332,946,329,154
36,061,015200,"Census Tract 152, New York County, New York",7192,600,611,253,Census Tract 152,New York County,New York,7644,519,683,201
36,061,015300,"Census Tract 153, New York County, New York",9262,842,722,248,Census Tract 153,New York County,New York,9724,837,889,438
36,061,015400,"Census Tract 154, New York County, New York",13217,838,1372,393,Census Tract 154,New York County,New York,15218,1580,1736,884
36,061,015500,"Census Tract 155, New York County, New York",10055,660,574,231,Census Tract 155,New York County,New York,9882,876,685,305
36,061,015601,"Census Tract 156.01, New York County, New York",5494,392,411,164,Census Tract 156.01,New York County,New York,5557,683,478,228
36,061,015602,"Census Tract 156.02, New York County, New York",2107,332,72,54,Census Tract 156.02,New York County,New York,2617,330,74,67
36,061,015700,"Census Tract 157, New York County, New York",10464,929,1159,431,Census Tract 157,New York County,New York,9847,1366,1079,719
36,061,015801,"Census Tract 158.01, New York County, New York",5312,507,420,145,Census Tract 158.01,New York County,New York,5598,545,346,136
36,061,015802,"Census Tract 158.02, New York County, New York",3790,574,373,168,Census Tract 158.02,New York County,New York,4956,408,504,129
36,061,015900,"Census Tract 159, New York County, New York",8324,786,625,267,Census Tract 159,New York County,New York,8811,1035,564,285
36,061,016001,"Census Tract 160.01, New York County, New York",3537,400,191,108,Census Tract 160.01,New York County,New York,4011,311,300,114
36,061,016002,"Census Tract 160.02, New York County, New York",3715,672,222,215,Census Tract 160.02,New York County,New York,3625,319,288,134
36,061,016100,"Census Tract 161, New York County, New York",6245,607,647,254,Census Tract 161,New York County,New York,6168,542,439,184
36,061,016200,"Census Tract 162, New York County, New York",9678,718,14,23,Census Tract 162,New York County,New York,9807,761,39,37
36,061,016300,"Census Tract 163, New York County, New York",6778,564,361,161,Census Tract 163,New York County,New York,7157,638,593,245
36,061,016400,"Census Tract 164, New York County, New York",6570,603,222,241,Census Tract 164,New York County,New York,7696,740,178,105
36,061,016500,"Census Tract 165, New York County, New York",7193,716,678,226,Census Tract 165,New York County,New York,6529,626,512,214
36,061,016600,"Census Tract 166, New York County, New York",7976,693,138,96,Census Tract 166,New York County,New York,7024,716,134,76
36,061,016700,"Census Tract 167, New York County, New York",6515,560,396,121,Census Tract 167,New York County,New York,6400,436,587,242
36,061,016800,"Census Tract 168, New York County, New York",5257,421,63,56,Census Tract 168,New York County,New York,4770,627,31,28
36,061,016900,"Census Tract 169, New York County, New York",7825,685,716,303,Census Tract 169,New York County,New York,8553,963,477,272
36,061,017000,"Census Tract 170, New York County, New York",7900,794,43,37,Census Tract 170,New York County,New York,7601,683,85,72
36,061,017100,"Census Tract 171, New York County, New York",9671,700,737,244,Census Tract 171,New York County,New York,8942,773,662,299
36,061,017200,"Census Tract 172, New York County, New York",5458,502,74,63,Census Tract 172,New York County,New York,5787,656,58,66
36,061,017300,"Census Tract 173, New York County, New York",9201,786,516,182,Census Tract 173,New York County,New York,8226,1032,851,346
36,061,017401,"Census Tract 174.01, New York County, New York",4824,539,87,83,Census Tract 174.01,New York County,New York,4582,640,23,30
36,061,017402,"Census Tract 174.02, New York County, New York",2519,316,8,13,Census Tract 174.02,New York County,New York,2555,236,75,30
36,061,017500,"Census Tract 175, New York County, New York",10689,923,804,478,Census Tract 175,New York County,New York,10500,894,565,269
36,061,017700,"Census Tract 177, New York County, New York",8977,690,335,136,Census Tract 177,New York County,New York,9513,662,216,149
36,061,017800,"Census Tract 178, New York County, New York",4533,473,362,145,Census Tract 178,New York County,New York,3782,402,152,91
36,061,017900,"Census Tract 179, New York County, New York",9155,818,571,215,Census Tract 179,New York County,New York,9115,930,647,327
36,061,018000,"Census Tract 180, New York County, New York",7703,905,383,362,Census Tract 180,New York County,New York,7896,601,102,90
36,061,018100,"Census Tract 181, New York County, New York",9483,641,420,203,Census Tract 181,New York County,New York,9579,838,434,194
36,061,018200,"Census Tract 182, New York County, New York",6844,693,120,79,Census Tract 182,New York County,New York,8147,944,71,76
36,061,018300,"Census Tract 183, New York County, New York",8928,818,643,247,Census Tract 183,New York County,New York,7454,895,568,216
36,061,018400,"Census Tract 184, New York County, New York",8253,991,74,71,Census Tract 184,New York County,New York,7459,806,13,23
36,061,018500,"Census Tract 185, New York County, New York",4443,470,175,121,Census Tract 185,New York County,New York,5135,657,370,191
36,061,018600,"Census Tract 186, New York County, New York",6262,764,42,45,Census Tract 186,New York County,New York,7928,993,93,80
36,061,018700,"Census Tract 187, New York County, New York",8984,717,657,235,Census Tract 187,New York County,New York,8660,698,309,187
36,061,018800,"Census Tract 188, New York County, New York",5690,784,207,177,Census Tract 188,New York County,New York,6009,891,251,133
36,061,018900,"Census Tract 189, New York County, New York",12345,977,397,187,Census Tract 189,New York County,New York,12236,1051,232,176
36,061,019000,"Census Tract 190, New York County, New York",2924,373,95,75,Census Tract 190,New York County,New York,3452,323,44,35
36,061,019100,"Census Tract 191, New York County, New York",9286,937,367,197,Census Tract 191,New York County,New York,9834,661,632,291
36,061,019200,"Census Tract 192, New York County, New York",4190,486,73,89,Census Tract 192,New York County,New York,3963,305,48,46
36,061,019300,"Census Tract 193, New York County, New York",9096,849,515,216,Census Tract 193,New York County,New York,9361,1096,262,161
36,061,019400,"Census Tract 194, New York County, New York",6043,598,47,77,Census Tract 194,New York County,New York,6703,775,166,177
36,061,019500,"Census Tract 195, New York County, New York",7755,696,583,214,Census Tract 195,New York County,New York,7207,718,425,185
36,061,019600,"Census Tract 196, New York County, New York",4256,495,21,33,Census Tract 196,New York County,New York,4072,342,0,11
36,061,019701,"Census Tract 197.01, New York County, New York",704,150,24,25,Census Tract 197.01,New York County,New York,593,166,53,36
36,061,019702,"Census Tract 197.02, New York County, New York",2021,285,56,42,Census Tract 197.02,New York County,New York,2460,301,60,42
36,061,019800,"Census Tract 198, New York County, New York",2089,311,69,51,Census Tract 198,New York County,New York,2806,361,23,21
36,061,019900,"Census Tract 199, New York County, New York",9758,1276,425,139,Census Tract 199,New York County,New York,8854,758,300,154
36,061,020000,"Census Tract 200, New York County, New York",3091,424,91,62,Census Tract 200,New York County,New York,3394,529,70,45
36,061,020101,"Census Tract 201.01, New York County, New York",2245,636,133,74,Census Tract 201.01,New York County,New York,1781,173,42,31
36,061,020102,"Census Tract 201.02, New York County, New York",4170,358,112,95,Census Tract 201.02,New York County,New York,4454,344,226,110
36,061,020300,"Census Tract 203, New York County, New York",3550,530,182,73,Census Tract 203,New York County,New York,3338,388,83,40
36,061,020500,"Census Tract 205, New York County, New York",4779,508,212,86,Census Tract 205,New York County,New York,5020,394,227,104
36,061,020600,"Census Tract 206, New York County, New York",2734,362,81,53,Census Tract 206,New York County,New York,3411,387,98,57
36,061,020701,"Census Tract 207.01, New York County, New York",3304,313,260,129,Census Tract 207.01,New York County,New York,3181,299,269,104
36,061,020800,"Census Tract 208, New York County, New York",5039,630,158,107,Census Tract 208,New York County,New York,5566,738,135,121
36,061,020901,"Census Tract 209.01, New York County, New York",4017,553,23,37,Census Tract 209.01,New York County,New York,3766,360,60,37
36,061,021000,"Census Tract 210, New York County, New York",7215,788,26,29,Census Tract 210,New York County,New York,7628,658,0,16
36,061,021100,"Census Tract 211, New York County, New York",9118,655,451,196,Census Tract 211,New York County,New York,10050,933,707,416
36,061,021200,"Census Tract 212, New York County, New York",3864,343,63,63,Census Tract 212,New York County,New York,4615,414,139,129
36,061,021303,"Census Tract 213.03, New York County, New York",5910,542,133,97,Census Tract 213.03,New York County,New York,5850,676,90,80
36,061,021400,"Census Tract 214, New York County, New York",2980,413,5,9,Census Tract 214,New York County,New York,3433,433,32,32
36,061,021500,"Census Tract 215, New York County, New York",2841,303,0,12,Census Tract 215,New York County,New York,4520,482,73,47
36,061,021600,"Census Tract 216, New York County, New York",8583,610,76,60,Census Tract 216,New York County,New York,8282,825,435,206
36,061,021703,"Census Tract 217.03, New York County, New York",0,12,0,12,Census Tract 217.03,New York County,New York,9,13,9,13
36,061,021800,"Census Tract 218, New York County, New York",6576,716,341,179,Census Tract 218,New York County,New York,7337,929,74,83
36,061,021900,"Census Tract 219, New York County, New York",6053,666,3,7,Census Tract 219,New York County,New York,6469,665,27,31
36,061,022000,"Census Tract 220, New York County, New York",5965,681,132,95,Census Tract 220,New York County,New York,6265,656,27,30
36,061,022102,"Census Tract 221.02, New York County, New York",2201,267,64,46,Census Tract 221.02,New York County,New York,2594,566,116,84
36,061,022200,"Census Tract 222, New York County, New York",2840,397,44,36,Census Tract 222,New York County,New York,3323,285,102,85
36,061,022301,"Census Tract 223.01, New York County, New York",8384,800,28,45,Census Tract 223.01,New York County,New York,8316,761,252,178
36,061,022302,"Census Tract 223.02, New York County, New York",3498,341,78,66,Census Tract 223.02,New York County,New York,3405,319,26,30
36,061,022400,"Census Tract 224, New York County, New York",6543,590,26,32,Census Tract 224,New York County,New York,8292,818,165,156
36,061,022500,"Census Tract 225, New York County, New York",10093,789,196,107,Census Tract 225,New York County,New York,11072,1080,258,161
36,061,022600,"Census Tract 226, New York County, New York",4373,725,21,30,Census Tract 226,New York County,New York,4731,498,40,42
36,061,022700,"Census Tract 227, New York County, New York",5658,593,81,72,Census Tract 227,New York County,New York,5875,987,235,157
36,061,022800,"Census Tract 228, New York County, New York",5063,716,121,87,Census Tract 228,New York County,New York,6327,729,312,164
36,061,022900,"Census Tract 229, New York County, New York",8978,798,44,38,Census Tract 229,New York County,New York,8781,755,437,180
36,061,023000,"Census Tract 230, New York County, New York",9101,912,173,144,Census Tract 230,New York County,New York,9129,894,76,69
36,061,023100,"Census Tract 231, New York County, New York",6275,556,67,63,Census Tract 231,New York County,New York,6760,815,202,100
36,061,023200,"Census Tract 232, New York County, New York",9219,822,19,23,Census Tract 232,New York County,New York,8512,1159,82,83
36,061,023300,"Census Tract 233, New York County, New York",6107,733,165,88,Census Tract 233,New York County,New York,7265,731,313,174
36,061,023400,"Census Tract 234, New York County, New York",5103,585,51,35,Census Tract 234,New York County,New York,5328,546,35,33
36,061,023501,"Census Tract 235.01, New York County, New York",6855,605,168,150,Census Tract 235.01,New York County,New York,6820,844,191,125
36,061,023502,"Census Tract 235.02, New York County, New York",1763,344,0,12,Census Tract 235.02,New York County,New York,2022,173,29,32
36,061,023600,"Census Tract 236, New York County, New York",6548,596,58,69,Census Tract 236,New York County,New York,7133,773,61,69
36,061,023700,"Census Tract 237, New York County, New York",7561,1038,204,117,Census Tract 237,New York County,New York,7721,752,108,116
36,061,023801,"Census Tract 238.01, New York County, New York",9769,756,287,137,Census Tract 238.01,New York County,New York,9300,917,511,250
36,061,023802,"Census Tract 238.02, New York County, New York",2542,455,146,89,Census Tract 238.02,New York County,New York,2645,395,155,60
36,061,023900,"Census Tract 239, New York County, New York",2364,319,45,43,Census Tract 239,New York County,New York,3135,338,48,45
36,061,024000,"Census Tract 240, New York County, New York",1442,502,19,22,Census Tract 240,New York County,New York,1814,483,23,28
36,061,024100,"Census Tract 241, New York County, New York",8305,1034,302,227,Census Tract 241,New York County,New York,8613,876,218,127
36,061,024200,"Census Tract 242, New York County, New York",3649,430,16,21,Census Tract 242,New York County,New York,4421,438,35,45
36,061,024301,"Census Tract 243.01, New York County, New York",4329,759,67,61,Census Tract 243.01,New York County,New York,4419,514,81,70
36,061,024302,"Census Tract 243.02, New York County, New York",6982,673,44,56,Census Tract 243.02,New York County,New York,7649,711,21,30
36,061,024500,"Census Tract 245, New York County, New York",16399,1251,224,157,Census Tract 245,New York County,New York,15149,1399,105,108
36,061,024700,"Census Tract 247, New York County, New York",8444,1252,139,85,Census Tract 247,New York County,New York,7444,756,278,182
36,061,024900,"Census Tract 249, New York County, New York",1074,173,20,20,Census Tract 249,New York County,New York,1200,176,65,35
36,061,025100,"Census Tract 251, New York County, New York",2942,364,5,7,Census Tract 251,New York County,New York,2809,263,28,24
36,061,025300,"Census Tract 253, New York County, New York",11334,1039,66,62,Census Tract 253,New York County,New York,13415,1472,203,100
36,061,025500,"Census Tract 255, New York County, New York",5447,513,300,202,Census Tract 255,New York County,New York,5831,798,165,108
36,061,025700,"Census Tract 257, New York County, New York",4262,437,196,100,Census Tract 257,New York County,New York,4609,427,234,128
36,061,025900,"Census Tract 259, New York County, New York",3839,403,164,93,Census Tract 259,New York County,New York,3635,318,83,47
36,061,026100,"Census Tract 261, New York County, New York",12750,1111,23,25,Census Tract 261,New York County,New York,13814,1237,32,36
36,061,026300,"Census Tract 263, New York County, New York",8981,830,118,133,Census Tract 263,New York County,New York,9255,977,68,60
36,061,026500,"Census Tract 265, New York County, New York",7182,699,225,109,Census Tract 265,New York County,New York,8178,858,361,178
36,061,026700,"Census Tract 267, New York County, New York",2199,213,14,26,Census Tract 267,New York County,New York,2174,211,14,21
36,061,026900,"Census Tract 269, New York County, New York",8921,866,36,42,Census Tract 269,New York County,New York,9657,812,61,58
36,061,027100,"Census Tract 271, New York County, New York",9336,847,145,93,Census Tract 271,New York County,New York,9743,845,129,73
36,061,027300,"Census Tract 273, New York County, New York",6726,635,498,282,Census Tract 273,New York County,New York,7007,613,405,166
36,061,027500,"Census Tract 275, New York County, New York",2966,337,160,89,Census Tract 275,New York County,New York,3579,341,388,149
36,061,027700,"Census Tract 277, New York County, New York",7123,852,230,166,Census Tract 277,New York County,New York,7725,851,148,120
36,061,027900,"Census Tract 279, New York County, New York",11198,854,170,114,Census Tract 279,New York County,New York,12283,1097,252,138
36,061,028100,"Census Tract 281, New York County, New York",2981,302,105,65,Census Tract 281,New York County,New York,3208,174,161,76
36,061,028300,"Census Tract 283, New York County, New York",7491,637,184,114,Census Tract 283,New York County,New York,7919,761,158,102
36,061,028500,"Census Tract 285, New York County, New York",7819,772,69,48,Census Tract 285,New York County,New York,7675,647,70,55
36,061,028700,"Census Tract 287, New York County, New York",4325,429,83,67,Census Tract 287,New York County,New York,4069,292,252,81
36,061,029100,"Census Tract 291, New York County, New York",12661,851,26,33,Census Tract 291,New York County,New York,12180,966,94,58
36,061,029300,"Census Tract 293, New York County, New York",8942,733,63,62,Census Tract 293,New York County,New York,9504,1062,57,47
36,061,029500,"Census Tract 295, New York County, New York",7762,1254,308,135,Census Tract 295,New York County,New York,8573,641,534,236
36,061,029700,"Census Tract 297, New York County, New York",39,78,0,12,Census Tract 297,New York County,New York,17,18,0,11
36,061,000100,"Census Tract 1, New York County, New York",0,12,0,12,Census Tract 1,New York County,New York,0,11,0,11
36,061,000201,"Census Tract 2.01, New York County, New York",2773,326,10,17,Census Tract 2.01,New York County,New York,2730,344,17,15
36,061,000202,"Census Tract 2.02, New York County, New York",8339,728,363,323,Census Tract 2.02,New York County,New York,7789,650,296,191
36,061,000500,"Census Tract 5, New York County, New York",0,12,0,12,Census Tract 5,New York County,New York,0,11,0,11
36,061,000600,"Census Tract 6, New York County, New York",10760,1088,134,90,Census Tract 6,New York County,New York,10890,1262,34,60
36,061,000700,"Census Tract 7, New York County, New York",7024,647,1069,299,Census Tract 7,New York County,New York,8881,973,1349,350
36,061,000800,"Census Tract 8, New York County, New York",10955,948,432,198,Census Tract 8,New York County,New York,9363,704,278,188
36,061,000900,"Census Tract 9, New York County, New York",849,184,124,65,Census Tract 9,New York County,New York,1736,176,228,57
36,061,001001,"Census Tract 10.01, New York County, New York",1701,410,218,124,Census Tract 10.01,New York County,New York,1382,132,55,34
36,061,001002,"Census Tract 10.02, New York County, New York",5923,638,5,11,Census Tract 10.02,New York County,New York,5707,745,61,73
36,061,001200,"Census Tract 12, New York County, New York",3609,353,109,59,Census Tract 12,New York County,New York,3921,288,250,115
36,061,001300,"Census Tract 13, New York County, New York",3783,450,361,132,Census Tract 13,New York County,New York,4805,464,348,169
36,061,001401,"Census Tract 14.01, New York County, New York",3241,323,157,82,Census Tract 14.01,New York County,New York,3095,282,319,129
36,061,001402,"Census Tract 14.02, New York County, New York",3137,431,174,116,Census Tract 14.02,New York County,New York,2857,287,173,102
36,061,001501,"Census Tract 15.01, New York County, New York",5534,527,681,227,Census Tract 15.01,New York County,New York,6892,539,757,190
36,061,001502,"Census Tract 15.02, New York County, New York",6668,621,692,206,Census Tract 15.02,New York County,New York,7932,713,904,272
36,061,001600,"Census Tract 16, New York County, New York",7479,821,75,52,Census Tract 16,New York County,New York,7244,783,99,93
36,061,001800,"Census Tract 18, New York County, New York",7741,840,154,76,Census Tract 18,New York County,New York,7895,748,287,121
36,061,002000,"Census Tract 20, New York County, New York",4889,436,24,39,Census Tract 20,New York County,New York,4920,415,11,18
36,061,002100,"Census Tract 21, New York County, New York",5418,518,351,128,Census Tract 21,New York County,New York,6863,580,1055,299
36,061,002201,"Census Tract 22.01, New York County, New York",6823,528,216,121,Census Tract 22.01,New York County,New York,6484,618,207,110
36,061,002202,"Census Tract 22.02, New York County, New York",2210,307,130,66,Census Tract 22.02,New York County,New York,1947,193,177,98
36,061,002400,"Census Tract 24, New York County, New York",5453,464,218,136,Census Tract 24,New York County,New York,4275,564,90,127
36,061,002500,"Census Tract 25, New York County, New York",5406,507,66,58,Census Tract 25,New York County,New York,5171,506,7,11
36,061,002601,"Census Tract 26.01, New York County, New York",3588,367,120,85,Census Tract 26.01,New York County,New York,3934,503,296,122
36,061,002602,"Census Tract 26.02, New York County, New York",4529,335,528,239,Census Tract 26.02,New York County,New York,4207,391,369,160
36,061,002700,"Census Tract 27, New York County, New York",1223,245,59,38,Census Tract 27,New York County,New York,1417,142,82,67
36,061,002800,"Census Tract 28, New York County, New York",7268,588,513,218,Census Tract 28,New York County,New York,7304,646,311,149
36,061,002900,"Census Tract 29, New York County, New York",6385,609,97,61,Census Tract 29,New York County,New York,6869,694,104,69
36,061,003001,"Census Tract 30.01, New York County, New York",4313,378,397,187,Census Tract 30.01,New York County,New York,4140,411,212,102
36,061,003002,"Census Tract 30.02, New York County, New York",2916,264,166,67,Census Tract 30.02,New York County,New York,2972,271,348,155
36,061,003100,"Census Tract 31, New York County, New York",2747,529,203,126,Census Tract 31,New York County,New York,2720,241,108,52
36,061,003200,"Census Tract 32, New York County, New York",8121,535,854,239,Census Tract 32,New York County,New York,7939,622,889,294
36,061,003300,"Census Tract 33, New York County, New York",4758,514,507,176,Census Tract 33,New York County,New York,5415,569,625,228
36,061,003400,"Census Tract 34, New York County, New York",6945,627,513,217,Census Tract 34,New York County,New York,6493,601,579,197
36,061,003601,"Census Tract 36.01, New York County, New York",3048,363,184,91,Census Tract 36.01,New York County,New York,3522,564,152,80
36,061,003602,"Census Tract 36.02, New York County, New York",2795,362,241,161,Census Tract 36.02,New York County,New York,2903,312,190,80
36,061,003700,"Census Tract 37, New York County, New York",2214,294,296,148,Census Tract 37,New York County,New York,2674,315,246,85
36,061,003800,"Census Tract 38, New York County, New York",8799,820,894,367,Census Tract 38,New York County,New York,8418,793,840,269
36,061,003900,"Census Tract 39, New York County, New York",4965,592,738,290,Census Tract 39,New York County,New York,5621,616,621,227
36,061,004000,"Census Tract 40, New York County, New York",9307,669,608,201,Census Tract 40,New York County,New York,8667,633,881,272
36,061,004100,"Census Tract 41, New York County, New York",7577,843,482,178,Census Tract 41,New York County,New York,8543,689,535,205
36,061,004200,"Census Tract 42, New York County, New York",4872,1350,377,181,Census Tract 42,New York County,New York,5197,416,174,84
36,061,004300,"Census Tract 43, New York County, New York",4565,544,510,199,Census Tract 43,New York County,New York,4225,399,448,199
36,061,004400,"Census Tract 44, New York County, New York",16959,1025,1345,366,Census Tract 44,New York County,New York,17069,1060,1355,553
36,061,004500,"Census Tract 45, New York County, New York",836,191,78,50,Census Tract 45,New York County,New York,1005,145,81,54
36,061,004700,"Census Tract 47, New York County, New York",2234,360,394,206,Census Tract 47,New York County,New York,2318,249,298,104
36,061,004800,"Census Tract 48, New York County, New York",6973,562,657,179,Census Tract 48,New York County,New York,6926,538,1211,397
36,061,004900,"Census Tract 49, New York County, New York",4745,513,565,203,Census Tract 49,New York County,New York,4406,419,779,217
36,061,005000,"Census Tract 50, New York County, New York",5280,454,431,164,Census Tract 50,New York County,New York,5009,481,347,137
36,061,005200,"Census Tract 52, New York County, New York",4000,519,453,185,Census Tract 52,New York County,New York,3642,369,133,60
36,061,005400,"Census Tract 54, New York County, New York",4576,566,491,149,Census Tract 54,New York County,New York,4570,379,622,192
36,061,005501,"Census Tract 55.01, New York County, New York",4731,700,357,183,Census Tract 55.01,New York County,New York,4709,555,338,158
36,061,005502,"Census Tract 55.02, New York County, New York",2071,269,110,65,Census Tract 55.02,New York County,New York,2245,345,232,97
36,061,005600,"Census Tract 56, New York County, New York",2950,410,410,210,Census Tract 56,New York County,New York,3220,551,234,127
36,061,005700,"Census Tract 57, New York County, New York",2785,254,185,97,Census Tract 57,New York County,New York,2766,260,247,109
36,061,005800,"Census Tract 58, New York County, New York",3078,385,227,142,Census Tract 58,New York County,New York,3355,372,370,151
36,061,005900,"Census Tract 59, New York County, New York",5455,501,575,204,Census Tract 59,New York County,New York,5634,521,605,184
36,061,006000,"Census Tract 60, New York County, New York",4905,397,562,195,Census Tract 60,New York County,New York,5457,435,720,262
36,061,006100,"Census Tract 61, New York County, New York",5175,496,518,218,Census Tract 61,New York County,New York,4824,396,209,114
36,061,006200,"Census Tract 62, New York County, New York",4246,597,246,116,Census Tract 62,New York County,New York,4692,622,353,164
36,061,006300,"Census Tract 63, New York County, New York",6486,582,865,299,Census Tract 63,New York County,New York,6728,602,489,200
36,061,006400,"Census Tract 64, New York County, New York",7439,621,731,288,Census Tract 64,New York County,New York,7961,684,568,221
36,061,006500,"Census Tract 65, New York County, New York",6820,912,1152,236,Census Tract 65,New York County,New York,6490,614,780,245
36,061,006600,"Census Tract 66, New York County, New York",12177,986,1504,493,Census Tract 66,New York County,New York,10946,1546,967,455
36,061,006700,"Census Tract 67, New York County, New York",5298,396,887,253,Census Tract 67,New York County,New York,5277,479,915,277
36,061,006800,"Census Tract 68, New York County, New York",6383,817,643,214,Census Tract 68,New York County,New York,7684,654,662,299
36,061,006900,"Census Tract 69, New York County, New York",2705,407,270,98,Census Tract 69,New York County,New York,2568,260,303,103
36,061,007000,"Census Tract 70, New York County, New York",8434,762,961,312,Census Tract 70,New York County,New York,8574,771,1066,510
36,061,007100,"Census Tract 71, New York County, New York",5512,567,542,184,Census Tract 71,New York County,New York,6000,534,495,234
36,061,007200,"Census Tract 72, New York County, New York",8289,822,849,237,Census Tract 72,New York County,New York,7224,987,644,312
36,061,007300,"Census Tract 73, New York County, New York",5732,531,571,175,Census Tract 73,New York County,New York,6019,607,794,414
36,061,007400,"Census Tract 74, New York County, New York",4358,509,296,143,Census Tract 74,New York County,New York,3803,391,240,106
36,061,007500,"Census Tract 75, New York County, New York",4395,306,604,257,Census Tract 75,New York County,New York,3990,331,639,202
36,061,007600,"Census Tract 76, New York County, New York",2110,282,106,71,Census Tract 76,New York County,New York,2055,254,119,65
36,061,007700,"Census Tract 77, New York County, New York",5565,480,811,222,Census Tract 77,New York County,New York,5991,627,882,300
36,061,007800,"Census Tract 78, New York County, New York",7582,840,722,327,Census Tract 78,New York County,New York,8610,822,692,267
36,061,007900,"Census Tract 79, New York County, New York",4455,595,544,318,Census Tract 79,New York County,New York,4550,596,455,258
